Model ID	Name	Reaction	Subsystem	Lower Bound	Upper Bound	Gene-Protein-Rule (GPR)	Reaction Type	BiGG ID	KEGG ID	ModelSEED ID	Confidence Score	Evidence
DDCAtexi	Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm)	ddca_e --> ddca_p	"Transport, Outer Membrane"	0	1000	KPN_02726	Transport	DDCAtexi	-	rxn08318	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DDGALK	2-dehydro-3-deoxygalactonokinase	2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c	Alternate Carbon Metabolism	0	1000	KPN_04097 or OAIMIDIL_01955	Catalytic	DDGALK	R03387	rxn02429	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DDGLCNt2rpp	"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)"	2ddglcn_p + h_p <=> 2ddglcn_c + h_c	"Transport, Inner Membrane"	-1000	1000	KPN_01123	Transport	DDGLCNt2rpp	-	rxn05681; rxn08319	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DDGLCNtex	2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm)	2ddglcn_e <=> 2ddglcn_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	DDGLCNtex	-	rxn08320	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DDGLK	2-dehydro-3-deoxygluconokinase	2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c	Alternate Carbon Metabolism	0	1000	KPN_03876	Catalytic	DDGLK	R01541	rxn01123	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DDPA	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	0	1000	KPN_02923 or KPN_00758 or KPN_02162	Catalytic	DDPA	R01826	rxn01332	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DDPGALA	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	2dh3dgal6p_c <=> g3p_c + pyr_c	Alternate Carbon Metabolism	-1000	1000	KPN_04096	Catalytic	DDPGALA	R01064	rxn00783	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DGK1	Deoxyguanylate kinase (dGMP:ATP)	atp_c + dgmp_c <=> adp_c + dgdp_c	Nucleotide Salvage Pathway	-1000	1000	KPN_03996	Catalytic	DGK1	R02090	rxn01509	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DGMPtex	DGMP transport via diffusion (extracellular to periplasm)	dgmp_e <=> dgmp_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	DGMPtex	-	rxn08322	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DGSNt2pp	Deoxyguanosine transport in via proton symport (periplasm)	dgsn_p + h_p --> dgsn_c + h_c	"Transport, Inner Membrane"	0	1000	KPN_03396	Transport	DGSNt2pp	-	rxn08323; rxn09688	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DGSNtex	Deoxyguanosine transport via diffusion (extracellular to periplasm)	dgsn_e <=> dgsn_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	DGSNtex	-	rxn08324	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHAD1	"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)"	23dhmb_c --> 3mob_c + h2o_c	"Valine, Leucine, and Isoleucine Metabolism"	0	1000	KPN_04270	Catalytic	DHAD1	R04441	rxn15467	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHAD2	"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)"	23dhmp_c --> 3mop_c + h2o_c	"Valine, Leucine, and Isoleucine Metabolism"	0	1000	KPN_04270	Catalytic	DHAD2	R05070	rxn03437	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHAK	Dihydroxyacetone kinase	atp_c + dha_c --> adp_c + dhap_c + h_c	Alternate Carbon Metabolism	0	1000	KPN_03498	Catalytic	DHAK	R01011	rxn00744	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHAPT	Dihydroxyacetone phosphotransferase	dha_c + pep_c --> dhap_c + pyr_c	Alternate Carbon Metabolism	0	1000	KPN_03496 and KPN_03495 and KPN_02763 and KPN_03497 and KPN_02762	Catalytic	DHAPT	R01012	rxn00745	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHAtex	Dihydroxyacetone transport via diffusion (extracellular to periplasm)	dha_e <=> dha_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	DHAtex	-	rxn05532; rxn08325; rxn08326	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHAtpp	Dihydroxyacetone transport via facilitated diffusion (periplasm)	dha_p <=> dha_c	"Transport, Inner Membrane"	-1000	1000	-	Transport	DHAtpp	-	rxn05532; rxn08325; rxn08326	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHBD	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"	23ddhb_c + nad_c <=> 23dhb_c + h_c + nadh_c	Cofactor and Prosthetic Group Biosynthesis	-1000	1000	KPN_00614	Catalytic	DHBD	R01505	rxn01094	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHBS	"2,3-dihydroxybenzoate adenylate synthase"	23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_00612	Catalytic	DHBS	R01504	rxn01093	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHBSH	"2,3-dihydroxybenzoylserine hydrolase"	23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	-	Catalytic	DHBSH	-	rxn08328	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHCINDO	"2,3-dihydroxycinnamate 1,2-dioxygenase"	dhcinnm_c + o2_c --> h_c + hkntd_c	Alternate Carbon Metabolism	0	1000	KPN_02121	Catalytic	DHCINDO	R06788 	rxn04603 	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHDPRy	Dihydrodipicolinate reductase (NADPH)	23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c	Threonine and Lysine Metabolism	0	1000	KPN_00039	Catalytic	DHDPRy	R04199	rxn02929	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHDPS	Dihydrodipicolinate synthase	aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c	Threonine and Lysine Metabolism	0	1000	KPN_02812	Catalytic	DHDPS	R02292	rxn01644	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHEDAA	"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase"	24dhhed_c --> pyr_c + sucsal_c	Tyrosine metabolism	0	1000	KPN_04783	Catalytic	DHEDAA	R01647	rxn01203	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHFR	Dihydrofolate reductase	dhf_c + h_c + nadph_c <=> nadp_c + thf_c	Cofactor and Prosthetic Group Biosynthesis	-1000	1000	KPN_00045 or KPN_01523	Catalytic	DHFR	R00939	rxn00685	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHFS	Dihydrofolate synthase	atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_02705	Catalytic	DHFS	R02237 	rxn01603	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHNAOT4	"1,4-dihydroxy-2-naphthoate octaprenyltransferase"	dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_04225	Catalytic	DHNAOT4	-	rxn08333	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHNPA2r	Dihydroneopterin aldolase reversible	dhnpt_c --> 6hmhpt_c + gcald_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_03462	Catalytic	DHNPA2r	R03504	rxn02504	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHORD2	Dihydoorotic acid dehydrogenase (quinone8)	dhor__S_c + q8_c --> orot_c + q8h2_c	Purine and Pyrimidine Biosynthesis	0	1000	KPN_00974	Catalytic	DHORD2	R01867	rxn08335; rxn13251	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHORD5	Dihydroorotic acid (menaquinone-8)	dhor__S_c + mqn8_c --> mql8_c + orot_c	Purine and Pyrimidine Biosynthesis	0	1000	KPN_00974	Catalytic	DHORD5	-	rxn08336	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHORTS	Dihydroorotase	dhor__S_c + h2o_c <=> cbasp_c + h_c	Purine and Pyrimidine Biosynthesis	-1000	1000	KPN_01074	Catalytic	DHORTS	R01993	rxn01465	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHPACCOAHIT	"1,2-Dihydroxy-1,2-dihydrophenylacetyl-CoA Hydratase/Isomerase/Ketothiolase complex"	2dhphaccoa_c + coa_c + 2.0 h2o_c --> 3hadpcoa_c + accoa_c + h2_c + h_c	Phenylalanine Metabolism	0	1000	KPN_01478 and KPN_01468 and KPN_01475	Catalytic	DHPACCOAHIT	-	rxn12772	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHPDO	3 4 dihydroxyphenylacetate 2 3 dioxygenase	34dhpha_c + o2_c --> 5cmhmsa_c + h_c	Tyrosine metabolism	0	1000	KPN_04786	Catalytic	DHPDO	R03303	rxn02366	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHPPDA2	Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)	25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_00366	Catalytic	DHPPDA2	R03459	rxn02475	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHPS2	Dihydropteroate synthase	4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_03587	Catalytic	DHPS2	R03067 	rxn12954	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHPTPE	Dihydroneopterin triphosphate 2'-epimerase	ahdt_c <=> dhmptp_c	Cofactor and Prosthetic Group Biosynthesis	-1000	1000	KPN_02693	Catalytic	DHPTPE	-	rxn08341	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHQS	3-dehydroquinate synthase	2dda7p_c --> 3dhq_c + pi_c	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	0	1000	KPN_03760	Catalytic	DHQS	R03083	rxn02212	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DHQTi	"3-dehydroquinate dehydratase, irreversible"	3dhq_c --> 3dhsk_c + h2o_c	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	0	1000	KPN_00073	Catalytic	DHQTi	R03084	rxn02213	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DIMPtex	DIMP transport via diffusion (extracellular to periplasm)	dimp_e <=> dimp_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	DIMPtex	-	rxn08342	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DINSt2pp	Deoxyinosine transport in via proton symport (periplasm)	din_p + h_p --> din_c + h_c	"Transport, Inner Membrane"	0	1000	KPN_03396	Transport	DINSt2pp	-	rxn08343; rxn09687	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DINStex	Deoxyinosine transport via diffusion (extracellular to periplasm)	din_e <=> din_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	DINStex	-	rxn08344	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DKDID	"D-2,3-Diketo 4-deoxy-epi-inositol dehydratase"	dkdi_c + h2o_c --> d5kg_c + h_c	Inositol Metabolism	0	1000	KPN_04671 and KPN_04674	Catalytic	DKDID	-	rxn03931	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DKGLCNR1	"2,5-diketo-D-gluconate reductase"	25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c	Alternate Carbon Metabolism	0	1000	KPN_00221 or KPN_03432	Catalytic	DKGLCNR1	R08878	rxn08345	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DKGLCNR2x	"2,5-diketo-D-gluconate reductase (NADH)"	25dkglcn_c + h_c + nadh_c --> 5dglcn_c + nad_c	Alternate Carbon Metabolism	0	1000	KPN_03915	Catalytic	DKGLCNR2x	-	rxn08346	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DKGLCNR2y	"2,5-diketo-D-gluconate reductase (NADPH)"	25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c	Alternate Carbon Metabolism	0	1000	KPN_03915	Catalytic	DKGLCNR2y	R08879	rxn08347	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DKMPPD	"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction"	dkmpp_c + h2o_c + o2_c --> 2kmb_c + for_c + 2.0 h_c + pi_c	Exchange	0	1000	-	Catalytic	DKMPPD	-	rxn08348	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DKMPPD3	"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction"	dkmpp_c + 3.0 h2o_c + 2.0 nad_c --> 2kmb_c + for_c + 4.0 h_c + 2.0 nadh_c + pi_c	Exchange	0	1000	-	Catalytic	DKMPPD3	-	rxn08349	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DMATT	Dimethylallyltranstransferase	dmpp_c + ipdp_c --> grdp_c + ppi_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_00373	Catalytic	DMATT	R01658	rxn01213	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DMPPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_00024	Catalytic	DMPPS	R08210	rxn08352	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DMQMT	3-Dimethylubiquinonol 3-methyltransferase	2omhmbl_c + amet_c --> ahcys_c + h_c + q8h2_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_02641	Catalytic	DMQMT	-	rxn08353	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DMSOR1	Dimethyl sulfoxide reductase (Menaquinol 8)	dmso_c + mql8_c --> dms_c + h2o_c + mqn8_c	Oxidative Phosphorylation	0	1000	KPN_00926 and KPN_00928 and KPN_01579	Catalytic	DMSOR1	-	rxn08354; rxn08355; rxn10129	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DMSOR2	Dimethyl sulfoxide reductase (Demethylmenaquinol 8)	2dmmql8_c + dmso_c --> 2dmmq8_c + dms_c + h2o_c	Oxidative Phosphorylation	0	1000	KPN_00926 and KPN_00928 and KPN_01579	Catalytic	DMSOR2	-	rxn08356; rxn08357; rxn10130	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DMSOtex	Dimethyl sulfoxide transport via diffusion (extracellular to periplasm)	dmso_e <=> dmso_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	DMSOtex	-	rxn08358	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DMStex	Dimethyl sulfide transport via diffusion (extracellular to periplasm)	dms_e <=> dms_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	DMStex	-	rxn08359; rxn10500	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DNAMTn2r	DNA (cytosine-5-)-methyltransferase	amet_c + dna_c <=> ahcys_c + dna5mtc_c + h_c	Exchange	-1000	1000	KPN_04707 or KPN_02428	Catalytic	DNAMTn2r	R00380	rxn05821	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DNMPPA	Dihydroneopterin monophosphate dephosphorylase	dhpmp_c + h2o_c --> dhnpt_c + pi_c	Exchange	0	1000	-	Catalytic	DNMPPA	R04621	rxn03168	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DNTPPA	Dihydroneopterin triphosphate pyrophosphatase	ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_02379 or KPN_00103	Catalytic	DNTPPA	R04638 	rxn03173	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DOPAtex	Dopamine transport via diffusion (extracellular to periplasm)	dopa_e <=> dopa_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	DOPAtex	-	rxn08363	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DPCOAK	Dephospho-CoA kinase	atp_c + dpcoa_c --> adp_c + coa_c + h_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_00106	Catalytic	DPCOAK	R00130	rxn00100	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DPR	2-dehydropantoate 2-reductase	2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_00378 or KPN_04273	Catalytic	DPR	R02472	rxn01790	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DRPA	Deoxyribose-phosphate aldolase	2dr5p_c --> acald_c + g3p_c	Alternate Carbon Metabolism	0	1000	KPN_04837	Catalytic	DRPA	R01066	rxn00784	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DSBAO1	DsbA protein reoxidation reaction (aerobic)	dsbard_p + q8_c --> dsbaox_p + q8h2_c	Unassigned	0	1000	KPN_04170 and KPN_02313	Catalytic	DSBAO1	-	rxn08366	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DSBAO2	DsbA protein reoxidation reaction (anaerobic)	dsbard_p + mqn8_c --> dsbaox_p + mql8_c	Unassigned	0	1000	KPN_04170 and KPN_02313	Catalytic	DSBAO2	-	rxn08367	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DSBCGT	DsbC:glutathione thiotransferase	dsbcox_p + 2.0 gthrd_p --> dsbcrd_p + gthox_p	Unassigned	0	1000	KPN_03321	Catalytic	DSBCGT	-	rxn08368	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DSBDR	DsbD reductase	dsbdox_c + trdrd_c --> dsbdrd_c + trdox_c	Unassigned	0	1000	(KPN_04526 and KPN_04282) or (KPN_04526 and KPN_02905)	Catalytic	DSBDR	-	rxn08369	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DSBGGT	DsbG:glutathione thiotransferase	dsbgox_p + 2.0 gthrd_p --> dsbgrd_p + gthox_p	Unassigned	0	1000	KPN_00649	Catalytic	DSBGGT	-	rxn08370	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DSERDHr	D-serine dehydrogenase	nadp_c + ser__D_c <=> 2amsa_c + h_c + nadph_c	Glycine and Serine Metabolism	-1000	1000	KPN_01590	Catalytic	DSERDHr	-	rxn08371	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DSERt2pp	D-serine transport in via proton symport (periplasm)	h_p + ser__D_p --> h_c + ser__D_c	"Transport, Inner Membrane"	0	1000	KPN_04601	Transport	DSERt2pp	-	rxn05649; rxn08372	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DSERtex	D-serine transport via diffusion (extracellular to periplasm)	ser__D_e <=> ser__D_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	DSERtex	-	rxn08373; rxn10965	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DTMPK	DTMP kinase	atp_c + dtmp_c <=> adp_c + dtdp_c	Nucleotide Salvage Pathway	-1000	1000	KPN_01096	Catalytic	DTMPK	R02094; R02098	rxn01513; rxn01517	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DTMPtex	DTMP transport via diffusion (extracellular to periplasm)	dtmp_e <=> dtmp_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	DTMPtex	-	rxn08374	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DUMPtex	DUMP transport via diffusion (extracellular to periplasm)	dump_e <=> dump_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	DUMPtex	-	rxn08375; rxn09816	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DURIK1	Deoxyuridine kinase (ATP:Deoxyuridine)	atp_c + duri_c --> adp_c + dump_c + h_c	Nucleotide Salvage Pathway	0	1000	KPN_02200	Catalytic	DURIK1	R02099	rxn01518	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DURIPP	Deoxyuridine phosphorylase	duri_c + pi_c <=> 2dr1p_c + ura_c	Nucleotide Salvage Pathway	-1000	1000	KPN_04840 or KPN_04838	Catalytic	DURIPP	R02484	rxn01799	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DURIt2pp	Deoxyuridine transport in via proton symport (periplasm)	duri_p + h_p --> duri_c + h_c	"Transport, Inner Membrane"	0	1000	KPN_02744 or KPN_03396	Transport	DURIt2pp	-	rxn08376; rxn09685	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DURItex	Deoxyuridine transport via diffusion (extracellular to periplasm)	duri_e <=> duri_p	"Transport, Outer Membrane"	-1000	1000	KPN_00363	Transport	DURItex	-	rxn08377; rxn10984	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DUTPDP	DUTP diphosphatase	dutp_c + h2o_c --> dump_c + h_c + ppi_c	Nucleotide Salvage Pathway	0	1000	KPN_02657 or KPN_03980	Catalytic	DUTPDP	R02100	rxn01519	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DXPRIi	1-deoxy-D-xylulose reductoisomerase	dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_00186	Catalytic	DXPRIi	R05688	rxn03958	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DXPS	1-deoxy-D-xylulose 5-phosphate synthase	g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_00372	Catalytic	DXPS	R05636	rxn03909	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
DXYLK	1-Deoxy-D-xylulose kinase	atp_c + dxyl_c --> adp_c + dxyl5p_c + h_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_03928	Catalytic	DXYLK	-	rxn08380	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
E4PD	Erythrose 4-phosphate dehydrogenase	e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c	Cofactor and Prosthetic Group Biosynthesis	-1000	1000	KPN_03356	Catalytic	E4PD	R01825	rxn01331	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EAR100x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	h_c + nadh_c + tdec2eACP_c --> dcaACP_c + nad_c	Cell Envelope Biosynthesis	0	1000	KPN_01284	Catalytic	EAR100x	R04961	rxn05327	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EAR100y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)	h_c + nadph_c + tdec2eACP_c --> dcaACP_c + nadp_c	Cell Envelope Biosynthesis	0	1000	KPN_01284	Catalytic	EAR100y	R04962	rxn05356	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EAR120x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)	h_c + nadh_c + tddec2eACP_c --> ddcaACP_c + nad_c	Cell Envelope Biosynthesis	0	1000	KPN_01284	Catalytic	EAR120x	R04724	rxn05324	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EAR120y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)	h_c + nadph_c + tddec2eACP_c --> ddcaACP_c + nadp_c	Cell Envelope Biosynthesis	0	1000	KPN_01284	Catalytic	EAR120y	R04725	rxn05355	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
